date,race_no,strategy,horse,jockey,odds,model_prob,market_prob,value_ratio,won,pnl,stake
2026-02-22,9,value_bet,愛馬心,田泰安,74.0,0.034686831794130485,0.011068879679372803,3.13372561622207,0,-10.0,10.0
2026-02-22,9,value_bet,競駿皇者,霍宏聲,20.0,0.11308391148683944,0.04095485481367937,2.7611845287037413,0,-10.0,10.0
2026-02-22,9,value_bet,天天耍樂,潘明輝,59.0,0.020611248472675172,0.013883001631755718,1.4846392026295947,0,-10.0,10.0
2026-02-22,9,value_bet,合夥飛馳,艾兆禮,19.0,0.11320366689065302,0.043110373488083546,2.625903181329303,0,-10.0,10.0
2026-02-22,9,value_bet,連連幸運,黃智弘,18.0,0.10863767500133886,0.04550539423742152,2.3873581763631946,0,-10.0,10.0
2026-02-22,9,value_bet,贏得威楓,希威森,22.0,0.09131035746778725,0.037231686194253974,2.4524905208800165,0,-10.0,10.0
2026-02-22,9,favourite,冷娃,,2.4,,,,1,14.0,10.0
2026-02-22,9,model_top,冷娃,,2.4,,,,1,14.0,10.0
2026-02-25,1,value_bet,快馬加鞭,班德禮,8.4,0.133062187456591,0.09702633371454297,1.3714028177965334,0,-10.0,10.0
2026-02-25,1,value_bet,東方魅影,潘頓,13.0,0.09369624030629074,0.06269393870785854,1.4945023751482076,0,-10.0,10.0
2026-02-25,1,value_bet,幸運傳承,黃智弘,7.6,0.1586536215431973,0.10723963200028433,1.4794308651001025,1,66.0,10.0
2026-02-25,1,favourite,太行美景,,2.8,,,,0,-10.0,10.0
2026-02-25,1,model_top,太行美景,,2.8,,,,0,-10.0,10.0
2026-02-25,2,value_bet,尚旋,何澤堯,34.0,0.052915608366280315,0.023893358880583335,2.214657580407482,0,-10.0,10.0
2026-02-25,2,value_bet,多多開心,金誠剛,28.0,0.05789994645183813,0.02901336435499405,1.9956302117672835,0,-10.0,10.0
2026-02-25,2,value_bet,雪茄福星,班德禮,13.0,0.15192352314047178,0.06249032322614104,2.43115278169851,0,-10.0,10.0
2026-02-25,2,value_bet,佳運發,黃智弘,10.0,0.12312924317623597,0.08123742019398335,1.5156715080589824,0,-10.0,10.0
2026-02-25,2,favourite,比特星,,2.3,,,,0,-10.0,10.0
2026-02-25,2,model_top,比特星,,2.3,,,,0,-10.0,10.0
2026-02-25,3,value_bet,銀進,田泰安,7.9,0.17509789680304103,0.10363217026003285,1.689609475162848,0,-10.0,10.0
2026-02-25,3,favourite,仁心星,,3.6,,,,0,-10.0,10.0
2026-02-25,3,model_top,太陽勇士,,3.7,,,,1,27.0,10.0
2026-02-25,4,value_bet,五福星,田泰安,10.0,0.12669058800393293,0.08125262887050405,1.5592183264106492,0,-10.0,10.0
2026-02-25,4,value_bet,頑童,楊明綸,31.0,0.10211511141508807,0.02621052544209808,3.895958195903838,0,-10.0,10.0
2026-02-25,4,value_bet,開心旺財,潘頓,9.1,0.15346720916457215,0.08928860315440006,1.7187771310431732,0,-10.0,10.0
2026-02-25,4,value_bet,有盈勇士,鍾易禮,22.0,0.06114122976374663,0.03693301312295639,1.6554628120970498,1,210.0,10.0
2026-02-25,4,favourite,花好月盈,,2.4,,,,0,-10.0,10.0
2026-02-25,4,model_top,花好月盈,,2.4,,,,0,-10.0,10.0
2026-02-25,5,value_bet,致力之城,潘頓,6.1,0.18490488657214665,0.1337450621676414,1.382517481956676,0,-10.0,10.0
2026-02-25,5,value_bet,銀刺勇士,黃智弘,13.0,0.09903520265601572,0.06275729840173942,1.5780666978690527,0,-10.0,10.0
2026-02-25,5,value_bet,好精神,艾兆禮,6.4,0.1778201343549352,0.1274757623785332,1.394932895768113,0,-10.0,10.0
2026-02-25,5,value_bet,金風萬里,蔡明紹,35.0,0.041862807935930446,0.023309853692074643,1.7959275287156269,0,-10.0,10.0
2026-02-25,5,favourite,彩虹七色,,3.3,,,,1,23.0,10.0
2026-02-25,5,model_top,致力之城,,6.1,,,,0,-10.0,10.0
